City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
429,broome,42.2506,-75.833,21.49,88,5,1.03,US,1690525246
430,fuzesabony,47.75,20.4167,18.71,66,97,2.65,HU,1690525246
431,fortuna,40.5982,-124.1573,12.77,64,20,2.06,US,1690525247
432,ceerigaabo,10.6162,47.368,20.26,54,100,9.87,SO,1690525247
433,selfoss,63.9331,-20.9971,7.8,83,65,3.47,IS,1690525248
434,acajutla,13.5928,-89.8275,27.58,73,75,2.34,SV,1690525248
435,tabou,4.423,-7.3528,24.34,90,98,3.4,CI,1690525249
436,mao,39.8885,4.2658,25.31,83,0,1.54,ES,1690525249
437,baukau,51.5526,7.2042,18.87,94,100,1.79,DE,1690525250
438,mooresville,35.5849,-80.8101,26.39,81,2,2.48,US,1690525111
439,miskolc,48.1,20.7833,16.48,64,96,2.91,HU,1690525251
440,revda,56.801,59.9303,19.63,83,56,4.2,RU,1690525251
441,parintins,-2.6283,-56.7358,23.99,63,30,0.86,BR,1690525252
442,porto novo,6.4965,2.6036,25.9,92,100,2.93,BJ,1690525253
443,ericeira,38.9627,-9.4156,19.98,96,26,4.71,PT,1690525254
444,moab,38.5733,-109.5498,32.03,20,57,3.67,US,1690525254
445,takoradi,4.8845,-1.7554,24.06,92,100,2.91,GH,1690525256
446,calipatria,33.1256,-115.5142,37.25,34,4,3.65,US,1690525257
447,lerwick,60.1545,-1.1494,14.0,84,45,4.15,GB,1690525257
448,toktogul,41.8708,72.9402,27.12,40,1,2.14,KG,1690525258
449,nichinan,31.6,131.3667,30.82,66,86,3.17,JP,1690525258
450,bezhetsk,57.7851,36.6965,21.18,89,100,5.83,RU,1690525259
451,merizo village,13.2658,144.6691,26.85,79,100,4.19,GU,1690525259
452,kachkanar,58.7,59.4948,21.93,51,78,6.35,RU,1690525260
453,colares,38.7992,-9.4469,19.97,86,40,8.94,PT,1690525260
454,brokopondo,4.75,-55.1667,25.08,88,85,3.37,SR,1690525261
455,hastings,50.8552,0.5729,17.86,52,99,4.45,GB,1690525261
456,dumai,1.6833,101.45,34.19,50,100,0.65,ID,1690525262
457,osorno,-40.5667,-73.15,11.17,87,100,4.12,CL,1690524982
458,bogo,11.0517,124.0055,30.43,66,100,4.58,PH,1690525263
459,nieves,15.3274,120.9485,27.73,89,100,4.97,PH,1690525264
460,timimoun,29.2639,0.231,35.21,13,13,4.12,DZ,1690525264
461,tongliao,43.6125,122.2653,30.84,55,100,6.01,CN,1690525265
462,harper,4.375,-7.7169,24.61,88,96,4.31,LR,1690525265
463,angra do heroismo,38.65,-27.2167,23.34,97,75,1.79,PT,1690525080
464,grand falls-windsor,48.9332,-55.6649,18.61,91,29,3.84,CA,1690525266
465,kameshkovo,56.3481,41.0047,25.73,58,64,5.21,RU,1690525267
466,irymple,-34.25,142.1667,21.72,53,2,0.45,AU,1690525267
467,mashhad,36.297,59.6062,31.08,42,0,3.09,IR,1690525268
468,tortoli,39.9256,9.6572,22.9,64,0,2.06,IT,1690525268
469,igrim,63.1906,64.4162,17.08,86,92,0.79,RU,1690525269
470,chul'man,56.8479,124.9104,22.52,66,97,1.58,RU,1690525270
471,tshabong,-26.05,22.45,13.61,37,15,5.13,BW,1690525270
472,acapulco de juarez,16.8634,-99.8901,27.9,69,20,2.06,MX,1690525212
473,delhi,28.6667,77.2167,31.05,74,75,1.54,IN,1690524659
474,grande prairie,55.1667,-118.8027,10.1,93,40,2.57,CA,1690525272
475,cururupu,-1.8283,-44.8683,24.17,92,7,2.37,BR,1690525272
476,kastoria,40.5167,21.2667,19.57,50,0,0.42,GR,1690525273
477,champoton,19.35,-90.7167,26.0,81,97,5.08,MX,1690525273
478,sena madureira,-9.0656,-68.6569,22.66,60,40,0.59,BR,1690525274
479,ma'rib,15.4591,45.3253,35.93,18,88,1.84,YE,1690525275
480,sidi khaled,34.387,4.9879,28.58,48,0,3.42,DZ,1690525276
481,arraial do cabo,-22.9661,-42.0278,20.42,91,6,1.85,BR,1690524992
482,fort stockton,30.894,-102.8793,28.03,36,0,5.66,US,1690525278
483,hohhot,40.8106,111.6522,27.73,57,20,2.0,CN,1690525278
484,remire-montjoly,4.9167,-52.2667,24.02,100,20,1.03,GF,1690525279
485,lata,40.1629,-8.3327,16.15,96,41,1.1,PT,1690525279
486,yeosu,34.7546,127.6599,28.28,73,100,1.99,KR,1690525280
487,lagoa,39.05,-27.9833,22.52,95,7,7.9,PT,1690525280
488,yinchuan,38.4681,106.2731,32.07,30,7,2.52,CN,1690525281
489,mudanjiang,44.5833,129.6,30.64,60,97,5.12,CN,1690525282
490,broken hill,-31.95,141.4333,18.43,63,76,6.47,AU,1690525282
491,ponta delgada,37.7333,-25.6667,25.83,94,40,6.17,PT,1690525283
492,ngama,11.7833,17.1667,26.07,72,99,3.81,TD,1690525283
493,lenino,45.2986,35.7771,19.62,70,66,11.42,UA,1690525284
494,novotitarovskaya,45.2356,38.9792,25.06,50,95,8.31,RU,1690525284
495,miasskoye,55.2784,61.8905,28.03,52,29,7.06,RU,1690525285
496,mogadishu,2.0371,45.3438,25.8,78,74,7.24,SO,1690525285
497,praia da vitoria,38.7333,-27.0667,23.14,88,75,3.17,PT,1690525286
498,juba,4.8517,31.5825,24.82,72,67,1.67,SS,1690525287
499,fanipol,53.7627,27.2962,15.2,77,28,3.29,BY,1690525277
500,tejen,37.3834,60.5054,36.02,23,7,4.15,TM,1690525288
501,kralendijk,12.15,-68.2667,27.99,89,75,6.69,BQ,1690525038
502,yima,34.7381,111.8839,30.48,53,98,5.78,CN,1690525289
503,awjilah,29.1081,21.2869,28.22,63,3,5.0,LY,1690525289
504,nema,57.5067,50.5011,24.53,56,27,1.32,RU,1690525290
505,walvis bay,-22.9575,14.5053,12.27,87,100,2.57,NA,1690525290
506,swift current,50.2834,-107.8014,11.45,82,0,3.09,CA,1690525011
507,novodvinsk,64.4165,40.8122,19.01,56,82,1.57,RU,1690525156
508,lively,46.4334,-81.1498,21.12,87,32,3.2,CA,1690525292
509,rampur,28.8167,79.0333,32.28,62,98,2.73,IN,1690525292
510,jining,35.405,116.5814,31.84,61,58,4.88,CN,1690525293
511,moapa valley,36.5805,-114.4703,34.15,9,0,1.98,US,1690525293
512,duarte,34.1394,-117.9773,26.61,74,21,0.36,US,1690525294
513,prado,-17.3411,-39.2208,21.52,86,88,2.7,BR,1690525294
514,mazatlan,23.2167,-106.4167,30.51,86,100,0.89,MX,1690525295
515,taulaga,-11.0553,-171.0883,28.05,75,51,7.21,AS,1690525301
516,bamboo flat,11.7,92.7167,30.05,74,40,5.66,IN,1690525302
517,thinadhoo,0.5333,72.9333,28.33,75,75,4.22,MV,1690525302
518,camana,-16.6228,-72.7111,16.66,85,37,2.71,PE,1690525303
519,oak hill,37.9723,-81.1487,24.17,70,40,2.0,US,1690525215
520,santa maria del oro,25.9333,-105.3667,22.04,35,3,1.05,MX,1690525304
521,cadale,2.7603,46.3222,26.16,75,85,8.16,SO,1690525304
522,dzilam gonzalez,21.2833,-88.9333,25.97,90,62,2.39,MX,1690525305
523,jati,24.3539,68.2671,31.83,61,99,9.49,PK,1690525305
524,queenstown,-31.8976,26.8753,9.88,40,0,2.33,ZA,1690525207
525,yelizovo,53.1873,158.3805,15.08,93,75,3.13,RU,1690525312
526,torghay,49.6339,63.4981,32.7,26,6,2.74,KZ,1690525312
527,manamadurai,9.7,78.4833,37.39,40,38,0.93,IN,1690525313
528,tequila,20.8833,-103.8333,18.23,93,19,1.4,MX,1690525313
529,lensk,60.7253,114.9278,30.8,33,17,3.6,RU,1690525314
530,buckingham,51.9997,-0.9878,16.92,88,73,1.34,GB,1690525314
531,terrace,54.5163,-128.6035,20.95,60,75,5.66,CA,1690525315
532,patacamaya,-17.2333,-67.9167,2.2,87,11,2.98,BO,1690525316
533,puerto colombia,10.9878,-74.9547,27.05,90,91,4.66,CO,1690525316
534,la'ie,21.6477,-157.9253,26.98,76,22,0.89,US,1690525317
535,callao,-12.0667,-77.15,19.16,77,0,4.12,PE,1690525317
536,holualoa,19.6228,-155.9522,25.91,74,20,3.6,US,1690525318
537,sao benedito do rio preto,-3.3336,-43.5283,23.5,97,14,1.49,BR,1690525318
538,fort bragg,35.139,-79.006,26.91,85,0,4.63,US,1690525319
539,howard springs,-12.497,131.047,30.95,44,31,4.33,AU,1690525319
540,kotel'nich,58.3089,48.348,23.6,62,22,1.83,RU,1690525320
541,gebeit,21.0667,36.3167,35.94,24,8,4.67,SD,1690525320
542,dryden,49.7833,-92.7503,16.16,77,0,4.12,CA,1690525321
543,san fernando,15.0286,120.6898,27.85,86,100,5.32,PH,1690525324
544,nola,40.922,14.5329,26.28,82,0,1.26,IT,1690525325
545,saldanha,-33.0117,17.9442,7.03,87,3,4.87,ZA,1690525326
546,santa cruz del sur,20.7147,-77.9956,25.75,86,97,4.4,CU,1690525326
547,ugoofaaru,5.6667,73.0,27.97,75,13,1.62,MV,1690525327
548,suva,-18.1416,178.4415,21.71,64,75,2.06,FJ,1690525327
549,piacabucu,-10.4056,-36.4344,22.82,89,60,3.34,BR,1690525328
550,bathsheba,13.2167,-59.5167,27.34,89,40,7.2,BB,1690525329
551,pergamos,35.0417,33.7083,31.23,74,0,2.29,GB,1690525329
552,avanos,38.715,34.8467,22.07,54,1,3.73,TR,1690525330
553,saint-joseph,-21.3667,55.6167,22.48,62,4,3.33,RE,1690525330
554,magadan,59.5667,150.8,22.52,52,3,3.18,RU,1690525331
555,brisas de zicatela,15.8369,-97.0419,27.07,74,42,2.03,MX,1690525331
556,wenchang,30.904,118.4887,26.2,94,100,6.62,CN,1690525332
557,laminusa,5.5549,120.9136,28.55,80,99,7.69,PH,1690525332
558,luderitz,-26.6481,15.1594,11.16,91,1,2.92,NA,1690525333
559,sosnovo,60.5514,30.2144,12.93,97,100,2.1,RU,1690525334
560,alpine,32.835,-116.7664,22.97,72,0,2.06,US,1690525154
561,aykhal,66.0,111.5,21.25,42,100,0.41,RU,1690525335
562,vila velha,-20.3297,-40.2925,19.41,91,40,1.03,BR,1690525335
563,barreirinhas,-2.7469,-42.8264,25.09,88,46,5.08,BR,1690525336
564,armacao de buzios,-22.7469,-41.8817,19.03,93,14,2.41,BR,1690525309
565,puerto deseado,-47.7503,-65.8938,3.41,85,63,7.88,AR,1690525337
566,saint-felix-de-valois,46.1668,-73.4324,21.18,97,2,2.26,CA,1690525337
567,kozhevnikovo,56.2589,83.9714,28.08,40,89,0.76,RU,1690525338
568,cambria,35.5641,-121.0808,23.32,60,0,3.16,US,1690525338
569,tarakan,3.3,117.6333,28.17,73,83,4.73,ID,1690525339
570,choibalsan,48.0667,114.5,27.74,31,20,6.54,MN,1690525340
571,ad dabbah,18.05,30.95,35.18,32,7,7.44,SD,1690525340
572,kimbe,-5.5502,150.1429,25.33,90,100,2.91,PG,1690525341
573,sibiti,-3.6819,13.3499,19.43,84,44,1.94,CG,1690525341
574,cidreira,-30.1811,-50.2056,13.12,86,100,2.32,BR,1690525342
575,vilyuysk,63.7553,121.6247,26.3,38,50,2.88,RU,1690525342
576,julio de castilhos,-29.2269,-53.6817,9.73,90,100,1.32,BR,1690525343
577,maughold,54.2988,-4.3184,14.57,89,100,4.77,IM,1690525343
578,yavoriv,49.9386,23.3825,14.12,74,52,2.97,UA,1690525344
